[(1,64),(1,39),(1,57),(1,38),(1,46),(1,48),(1,42),(1,49),(1,43),(1,46),(1,55),(1,46),(1,50),(1,45),(1,47),(1,47),(1,48),(1,36),(1,46),(1,43),(1,47),(1,48),(1,52),(1,41),(1,41),(1,53),(1,47),(1,58),(1,52),(1,49),(1,45),(1,47),(1,41),(1,53),(1,44),(1,42),(1,42),(1,44),(1,41),(1,43),(1,44),(1,42),(1,49),(1,49),(1,46),(1,36),(1,47),(1,52),(1,32),(1,51),(1,47),(1,41),(1,42),(1,46),(1,47),(1,48),(1,38),(1,49),(1,47),(1,43),(1,51),(1,44),(1,51),(1,43),(1,46),(1,48),(1,51),(1,54),(1,50),(1,53),(1,39),(1,43),(1,47),(1,52),(1,51),(1,42),(1,39),(1,40),(1,45),(1,44),(1,48),(1,46),(1,48),(1,53),(1,40),(1,54),(1,40),(1,46),(1,57),(1,43),(1,51),(1,42),(1,52),(1,43),(1,42),(1,39),(1,55),(1,48),(1,53),(1,45)]
[(1,89),(1,53),(1,46),(1,60),(1,96),(1,58),(1,285),(1,116),(1,78),(1,63),(1,48),(1,117),(1,214),(1,178),(1,50),(1,48),(1,41),(1,51),(1,155),(1,50),(1,81),(1,69),(1,117),(1,49),(1,119),(1,48),(1,52),(1,53),(1,326),(1,78),(1,44),(1,83),(1,46),(1,72),(1,64),(1,51),(1,57),(1,89),(1,62),(1,50),(1,50),(1,77),(1,98),(1,78),(1,48),(1,52),(1,57),(1,51),(1,66),(1,39),(1,75),(1,42),(1,51),(1,52),(1,53),(1,100),(1,58),(1,58),(1,82),(1,41),(1,41),(1,48),(1,118),(1,79),(1,72),(1,48),(1,41),(1,48),(1,56),(1,59),(1,118),(1,49),(1,58),(1,53),(1,45),(1,42),(1,130),(0,531),(1,124),(1,140),(1,42),(1,70),(1,172),(1,83),(1,78),(1,88),(1,97),(1,45),(1,201),(1,127),(1,48),(1,203),(1,63),(1,51),(1,78),(1,177),(1,53),(1,50),(1,46),(1,42)]
[(1,37),(1,121),(1,46),(1,46),(1,50),(1,49),(1,116),(1,86),(1,63),(1,58),(1,40),(1,54),(1,48),(1,66),(1,125),(1,84),(1,53),(1,51),(1,52),(1,116),(1,115),(1,99),(1,71),(1,139),(1,47),(1,305),(1,108),(1,47),(1,83),(1,48),(1,44),(1,168),(1,59),(1,221),(1,55),(1,45),(1,131),(1,39),(1,106),(1,47),(1,74),(1,48),(1,60),(1,50),(1,47),(1,47),(1,48),(1,46),(1,64),(1,374),(1,47),(1,97),(1,49),(1,120),(1,67),(1,67),(1,124),(1,50),(1,58),(1,48),(1,40),(1,51),(1,230),(1,41),(1,49),(1,58),(1,81),(1,46),(1,340),(1,75),(1,101),(1,41),(1,117),(1,43),(1,48),(1,44),(1,83),(1,47),(1,143),(1,43),(1,47),(1,47),(1,165),(1,76),(1,51),(1,44),(1,34),(1,43),(1,37),(1,48),(1,48),(1,404),(1,176),(1,50),(1,50),(1,42),(1,46),(1,47),(1,39),(1,45)]
[(1,63),(1,56),(1,110),(1,51),(1,210),(1,103),(1,104),(1,41),(1,52),(1,45),(1,60),(1,48),(1,41),(1,49),(1,55),(1,175),(1,113),(1,149),(1,208),(1,66),(1,200),(1,74),(1,47),(1,71),(1,64),(1,41),(1,110),(1,59),(1,83),(1,99),(1,50),(1,47),(1,51),(1,121),(1,64),(1,39),(1,49),(1,46),(1,168),(1,48),(1,92),(1,46),(1,45),(1,238),(1,50),(1,82),(1,55),(1,46),(1,49),(1,46),(1,51),(1,46),(1,63),(1,293),(1,161),(1,141),(1,141),(1,47),(1,46),(1,53),(1,49),(1,52),(1,114),(1,147),(1,42),(1,248),(1,43),(1,47),(1,48),(1,56),(1,46),(1,57),(1,216),(1,84),(1,140),(1,42),(1,68),(1,46),(1,45),(1,50),(1,46),(1,105),(1,75),(1,443),(1,56),(1,46),(1,66),(1,46),(1,108),(1,51),(1,66),(1,53),(1,129),(1,53),(1,47),(1,80),(1,58),(1,157),(1,56),(1,50)]
[(1,70),(1,58),(1,163),(1,76),(1,46),(1,58),(1,54),(1,84),(1,87),(1,70),(1,47),(1,310),(1,137),(1,97),(1,45),(1,39),(1,44),(1,56),(1,49),(1,47),(1,44),(1,43),(1,46),(1,51),(1,52),(1,45),(1,84),(1,118),(1,160),(1,52),(1,51),(1,82),(1,54),(1,54),(1,98),(1,55),(1,204),(1,88),(1,49),(1,84),(1,45),(1,52),(1,72),(1,48),(1,48),(1,51),(1,73),(1,140),(1,47),(1,44),(1,50),(1,115),(1,159),(1,44),(1,50),(1,51),(1,47),(1,58),(1,53),(1,226),(1,41),(1,64),(1,112),(1,69),(1,112),(1,266),(1,51),(1,55),(1,54),(1,59),(1,58),(1,66),(1,79),(1,46),(1,126),(1,52),(1,52),(1,44),(1,49),(1,42),(1,246),(1,149),(1,274),(1,78),(1,48),(1,62),(1,39),(1,57),(1,68),(1,51),(1,213),(1,106),(1,60),(1,44),(1,77),(1,48),(1,47),(1,154),(1,133),(1,167)]
[(1,44),(1,50),(1,51),(1,114),(1,110),(1,45),(1,54),(1,324),(1,50),(1,54),(1,69),(1,54),(1,43),(1,57),(1,54),(1,45),(1,67),(1,50),(0,464),(1,43),(1,56),(1,54),(1,45),(1,68),(1,102),(1,51),(1,52),(1,99),(1,50),(1,114),(1,72),(1,48),(1,40),(1,65),(1,44),(1,40),(1,69),(1,72),(1,54),(1,42),(1,46),(1,43),(1,53),(1,42),(1,48),(1,49),(1,281),(1,51),(1,43),(1,89),(1,46),(1,51),(1,42),(1,272),(1,72),(1,48),(1,51),(1,49),(1,199),(1,63),(1,98),(1,52),(1,91),(1,80),(1,46),(1,380),(1,41),(1,76),(1,50),(1,43),(1,44),(1,95),(1,39),(1,53),(1,55),(1,48),(1,42),(1,47),(1,46),(1,39),(1,80),(1,38),(1,150),(1,48),(1,38),(1,39),(1,51),(1,87),(1,52),(1,46),(1,51),(1,188),(1,56),(1,344),(1,67),(1,138),(1,274),(1,64),(1,131),(1,101)]
[(1,38),(1,43),(1,41),(1,44),(1,44),(1,45),(1,44),(1,51),(1,42),(1,68),(1,46),(1,57),(1,49),(1,44),(1,44),(1,38),(1,47),(1,43),(1,52),(1,42),(1,37),(1,46),(1,40),(1,43),(1,42),(1,38),(1,54),(1,53),(1,54),(1,40),(1,39),(1,34),(1,51),(1,51),(1,44),(1,43),(1,56),(1,43),(1,40),(1,51),(1,50),(1,53),(1,45),(1,39),(1,48),(1,46),(1,46),(1,48),(1,52),(1,42),(1,48),(1,51),(1,61),(1,47),(1,43),(1,44),(1,44),(1,42),(1,44),(1,38),(1,45),(1,47),(1,52),(1,43),(1,37),(1,48),(1,44),(1,56),(1,46),(1,48),(1,43),(1,47),(1,49),(1,51),(1,41),(1,47),(1,53),(1,66),(1,46),(1,43),(1,42),(1,49),(1,39),(1,43),(1,43),(1,54),(1,42),(1,42),(1,40),(1,54),(1,43),(1,48),(1,39),(1,39),(1,45),(1,46),(1,51),(1,46),(1,40),(1,47)]
[(1,51),(1,57),(1,48),(1,68),(1,434),(1,46),(1,49),(1,53),(1,50),(1,72),(1,184),(1,216),(1,46),(1,79),(1,225),(1,54),(1,52),(1,45),(1,118),(1,52),(1,52),(1,46),(1,177),(1,45),(1,53),(1,46),(1,45),(1,85),(1,91),(1,414),(1,384),(1,66),(1,51),(1,48),(1,50),(1,223),(1,167),(1,67),(1,50),(1,49),(1,43),(1,54),(1,45),(1,47),(1,52),(1,383),(1,552),(1,65),(1,83),(1,56),(1,100),(1,45),(1,80),(1,48),(1,83),(1,51),(1,54),(1,44),(1,47),(1,43),(1,91),(1,84),(1,46),(1,401),(1,48),(1,430),(1,68),(1,60),(1,438),(1,54),(1,56),(1,54),(1,41),(1,49),(1,50),(1,48),(1,43),(1,85),(1,241),(1,57),(1,52),(1,51),(1,99),(0,395),(1,53),(1,54),(1,59),(1,52),(1,177),(1,183),(1,55),(1,135),(1,48),(1,75),(1,258),(1,161),(1,50),(1,129),(1,50),(1,51)]
[(1,321),(1,613),(1,50),(1,45),(1,251),(1,53),(1,61),(1,143),(1,51),(1,254),(1,49),(1,51),(1,118),(1,104),(1,156),(1,45),(1,110),(1,118),(1,65),(1,44),(1,46),(1,384),(1,70),(1,51),(1,86),(1,78),(1,185),(1,68),(1,77),(1,100),(1,71),(1,45),(1,252),(1,121),(1,49),(1,328),(1,46),(1,100),(1,48),(1,61),(1,58),(1,49),(1,92),(1,219),(1,115),(1,57),(1,172),(1,47),(1,44),(1,50),(1,47),(1,152),(1,43),(1,133),(1,172),(1,161),(1,351),(1,48),(1,40),(1,53),(1,53),(1,45),(1,59),(1,54),(1,55),(1,47),(1,53),(1,51),(1,117),(1,39),(1,93),(1,49),(1,45),(1,101),(1,106),(1,52),(1,93),(1,82),(1,76),(1,223),(1,45),(1,130),(1,58),(1,70),(1,48),(1,50),(1,46),(1,346),(1,53),(1,55),(1,53),(1,67),(1,43),(1,59),(1,68),(1,52),(1,47),(1,50),(1,52),(1,59)]
[(1,34),(1,43),(1,64),(1,313),(1,42),(1,48),(1,168),(1,59),(1,57),(1,49),(1,108),(1,168),(1,43),(1,54),(1,45),(1,94),(1,57),(1,96),(1,48),(1,80),(1,51),(1,53),(1,78),(1,86),(1,165),(1,461),(1,164),(1,51),(1,48),(1,54),(1,49),(1,46),(1,58),(1,43),(1,669),(1,49),(1,211),(1,46),(1,50),(1,283),(1,42),(1,75),(1,41),(1,107),(1,190),(1,50),(1,123),(1,49),(1,54),(1,67),(1,46),(1,48),(1,47),(1,90),(1,58),(1,88),(1,52),(1,59),(1,51),(1,53),(1,62),(1,58),(1,102),(1,56),(1,45),(1,92),(1,121),(1,45),(1,214),(1,50),(1,53),(1,42),(1,42),(1,57),(1,82),(1,52),(1,51),(1,141),(1,51),(1,53),(1,52),(1,48),(1,53),(1,261),(1,54),(1,63),(1,50),(1,72),(1,44),(1,59),(1,103),(1,90),(1,71),(1,53),(1,49),(1,52),(1,51),(1,223),(1,155),(1,44)]
